Profil,Diplôme,Métier,Années d'expérience,Objectifs,Notation,Évaluation,Description de la personnalité,Université d'études,Parcours Professionnel,Historiques d'interaction,Tarif horaire en euros,Langue parlée,Localisation,Disponibilité
Mentoré,Diplôme en Sculpture,Artiste,5,Apprendre les bases de la peinture,,,Sympathique et patient,Université de Toulouse,"The Louvre, Gagosian Gallery",5,,Anglais,Montpellier,1
Mentoré,Licence en Informatique,Développeur web,4,Développer des compétences en développement web,,,Créatif et innovant,Université de Marseille,"Amazon, Google, IBM, Microsoft, Apple",20,,Français,Lille,2
Mentoré,DES en Médecine,Chirurgien,4,Comprendre la gynécologie,,,Sympathique et patient,Université de Bordeaux,"Johns Hopkins Hospital, Cleveland Clinic",2,,Anglais,Paris,2
Mentoré,Licence en Arts Plastiques,Sculpteur,2,Développer des compétences en arts numériques,,,Analytique et organisé,Université de Marseille,"The Louvre, Gagosian Gallery, Sotheby's, Saatchi Gallery",2,,Anglais,Nantes,3
Mentoré,Master en Marketing,Analyste de marché,4,Comprendre l'analyse de marché,,,Sympathique et patient,Université de Toulouse,"Nike, McDonald's, Procter & Gamble",12,,Français,Rennes,2
Mentoré,Master en Arts Numériques,Designer graphique,0,Apprendre les bases de la peinture,,,Sociable et communicatif,Université de Paris,En recherche d'un premier emploi en Art,11,,Anglais,Montpellier,3
Mentoré,Certificat en Didactique,Psychopédagogue,5,Apprendre la pédagogie,,,Créatif et innovant,Université de Marseille,"Oxford University, Massachusetts Institute of Technology",6,,Français,Lyon,1
Mentoré,Licence en Marketing,Analyste de marché,4,Apprendre les bases du marketing,,,Créatif et innovant,Université de Paris,"Coca-Cola, McDonald's",3,,Français,Montpellier,2
Mentoré,Certificat en Ingénierie,Ingénieur civil,3,Apprendre les bases de l'ingénierie électrique,,,Créatif et innovant,Université de Bordeaux,"Boeing, General Electric, Lockheed Martin, Siemens",15,,Anglais,Toulouse,1
Mentoré,Master en Pédagogie,Psychopédagogue,1,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Marseille,"Harvard University, University of Cambridge, Oxford University, Massachusetts Institute of Technology, Stanford University",1,,Anglais,Toulouse,1
Mentoré,Diplôme en Sculpture,Artiste,3,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Marseille,"Saatchi Gallery, The Louvre, Christie's, Sotheby's, Gagosian Gallery",9,,Anglais,Montpellier,1
Mentoré,DFASM en Médecine,Chirurgien,0,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Bordeaux,En recherche d'un premier emploi en Médecine,6,,Anglais,Nantes,1
Mentoré,Doctorat en Ressources Humaines,Recruteur,2,Comprendre la gestion des conflits au travail,,,Créatif et innovant,Université de Paris,"Adecco, ManpowerGroup, Randstad",15,,Français,Nantes,2
Mentoré,Pharmacie,Gynécologue,5,Apprendre les bases de la médecine interne,,,Analytique et organisé,Université de Lyon,"Johns Hopkins Hospital, Cleveland Clinic, Stanford Health Care",16,,Anglais,Rennes,3
Mentoré,Doctorat en Psychologie,Psychologue de l'enfance,5,Comprendre la psychologie de l'enfance,,,Sympathique et patient,Université de Toulouse,"Mayo Clinic, Cleveland Clinic, Massachusetts General Hospital",6,,Anglais,Nantes,3
Mentoré,Master en Ressources Humaines,Médiateur en conflits,1,Acquérir des compétences en recrutement,,,Dynamique et enthousiaste,Université de Bordeaux,Adecco,11,,Français,Nantes,1
Mentoré,Certificat en Ingénierie,Ingénieur mécanique,3,Comprendre la conception logicielle,,,Sociable et communicatif,Université de Toulouse,"Boeing, General Electric",17,,Anglais,Marseille,3
Mentoré,BTS en Ingénierie,Ingénieur électrique,2,Apprendre les bases de l'ingénierie électrique,,,Sympathique et patient,Université de Lyon,"General Electric, Boeing, Siemens, Lockheed Martin",7,,Français,Lyon,3
Mentoré,Master en Psychologie,Psychologue clinicien,1,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Lyon,"Massachusetts General Hospital, Johns Hopkins Hospital",16,,Français,Marseille,1
Mentoré,BTS en Design Graphique,Artiste,1,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Paris,Sotheby's,19,,Français,Marseille,3
Mentoré,BTS en Éducation,Enseignant,2,Apprendre la pédagogie,,,Sympathique et patient,Université de Lyon,University of Cambridge,6,,Français,Lille,1
Mentoré,Master en Ressources Humaines,Médiateur en conflits,5,Comprendre la gestion des conflits au travail,,,Analytique et organisé,Université de Marseille,"Randstad, ADP, Adecco",12,,Anglais,Strasbourg,2
Mentoré,Certificat en Ressources Humaines,Recruteur,0,Acquérir des compétences en recrutement,,,Dynamique et enthousiaste,Université de Paris,En recherche d'alternance en Ressources Humaines,6,,Français,Montpellier,1
Mentoré,MBA en Gestion,Chef de projet,5,Apprendre les principes de gestion de projet,,,Sociable et communicatif,Université de Toulouse,Bain & Company,4,,Français,Toulouse,2
Mentoré,Diplôme d'Ingénieur,Ingénieur civil,3,Comprendre la conception logicielle,,,Sympathique et patient,Université de Bordeaux,"Siemens, Boeing, Airbus, Lockheed Martin",6,,Français,Nantes,3
Mentoré,Doctorat en Médecine,Gynécologue,4,Comprendre la gynécologie,,,Analytique et organisé,Université de Marseille,"Cleveland Clinic, Johns Hopkins Hospital, Stanford Health Care, Massachusetts General Hospital",9,,Anglais,Marseille,3
Mentoré,Diplôme en Sculpture,Designer graphique,2,Développer des compétences en arts numériques,,,Analytique et organisé,Université de Marseille,"Sotheby's, Saatchi Gallery, The Louvre",15,,Anglais,Bordeaux,1
Mentoré,Master en Pédagogie,Didacticien,1,Comprendre la psychologie de l'éducation,,,Sociable et communicatif,Université de Marseille,"Stanford University, University of Cambridge, Harvard University, Oxford University",20,,Anglais,Strasbourg,3
Mentoré,Certificat en Didactique,Psychopédagogue,3,Comprendre la psychologie de l'éducation,,,Sociable et communicatif,Université de Marseille,"Massachusetts Institute of Technology, Oxford University, University of Cambridge",15,,Français,Montpellier,2
Mentoré,BTS en Ressources Humaines,Recruteur,1,Acquérir des compétences en recrutement,,,Créatif et innovant,Université de Lyon,"Adecco, Randstad, Kelly Services, ADP, ManpowerGroup",18,,Français,Nantes,2
Mentoré,Doctorat en Psychologie,Psychologue de l'enfance,5,Développer des compétences en conseil en orientation,,,Sympathique et patient,Université de Bordeaux,Massachusetts General Hospital,1,,Anglais,Marseille,2
Mentoré,Doctorat en Finance,Comptable,5,Apprendre les bases de la comptabilité,,,Dynamique et enthousiaste,Université de Marseille,"Goldman Sachs, Morgan Stanley, Bank of America",7,,Anglais,Nantes,2
Mentoré,Doctorat en Ingénierie,Ingénieur civil,3,Comprendre la conception logicielle,,,Dynamique et enthousiaste,Université de Toulouse,"General Electric, Siemens",4,,Anglais,Marseille,1
Mentoré,Pharmacie,Médecin généraliste,0,Apprendre les bases de la médecine interne,,,Sympathique et patient,Université de Toulouse,En recherche d'un premier emploi en Médecine,19,,Anglais,Marseille,3
Mentoré,BTS en Design Graphique,Designer graphique,4,Apprendre les bases de la peinture,,,Analytique et organisé,Université de Bordeaux,Gagosian Gallery,1,,Anglais,Montpellier,1
Mentoré,Pharmacie,Pédiatre,2,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Toulouse,"Mayo Clinic, Cleveland Clinic, Massachusetts General Hospital, Stanford Health Care",20,,Anglais,Strasbourg,2
Mentoré,Master en Pédagogie,Psychopédagogue,2,Comprendre la psychologie de l'éducation,,,Dynamique et enthousiaste,Université de Lyon,"Massachusetts Institute of Technology, Stanford University, Oxford University, University of Cambridge, Harvard University",8,,Anglais,Paris,3
Mentoré,Master en Gestion,Directeur général,3,Apprendre les principes de gestion de projet,,,Créatif et innovant,Université de Bordeaux,"McKinsey & Company, Bain & Company, Boston Consulting Group",8,,Anglais,Strasbourg,1
Mentoré,Master en Finance,Gestionnaire de portefeuille,0,Apprendre les bases de la comptabilité,,,Sociable et communicatif,Université de Lyon,En recherche de stage en Finance,0,,Français,Toulouse,3
Mentoré,Licence en Arts Plastiques,Sculpteur,2,Apprendre les bases de la peinture,,,Sympathique et patient,Université de Marseille,"Saatchi Gallery, Christie's, Gagosian Gallery, The Louvre",16,,Anglais,Strasbourg,3
Mentoré,Licence en Psychologie,Psychologue clinicien,0,Développer des compétences en conseil en orientation,,,Analytique et organisé,Université de Bordeaux,En recherche d'un premier emploi en Psychologie,12,,Anglais,Strasbourg,1
Mentoré,Licence en Gestion,Directeur général,5,Apprendre les principes de gestion de projet,,,Dynamique et enthousiaste,Université de Toulouse,"Deloitte, PwC, Boston Consulting Group, McKinsey & Company",15,,Français,Lyon,3
Mentoré,Doctorat en Informatique,Développeur logiciel,0,Comprendre l'analyse de données,,,Analytique et organisé,Université de Toulouse,En recherche de stage en Informatique,4,,Français,Bordeaux,2
Mentoré,Master en Psychologie,Conseiller en orientation,2,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Lyon,"Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic, Stanford Health Care, Johns Hopkins Hospital",14,,Français,Toulouse,2
Mentoré,Doctorat en Psychologie,Psychologue clinicien,0,Comprendre la psychologie de l'enfance,,,Analytique et organisé,Université de Marseille,En recherche d'un premier emploi en Psychologie,3,,Français,Montpellier,1
Mentoré,Doctorat en Médecine,Chirurgien,4,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Toulouse,"Massachusetts General Hospital, Johns Hopkins Hospital, Cleveland Clinic, Stanford Health Care, Mayo Clinic",17,,Anglais,Bordeaux,1
Mentoré,BTS en Gestion,Contrôleur financier,4,Développer des compétences en gestion des ressources humaines,,,Dynamique et enthousiaste,Université de Paris,Deloitte,2,,Anglais,Marseille,1
Mentoré,Licence en Gestion,Chef de projet,5,Apprendre les principes de gestion de projet,,,Dynamique et enthousiaste,Université de Toulouse,"Deloitte, Boston Consulting Group, PwC, Bain & Company, McKinsey & Company",16,,Anglais,Paris,1
Mentoré,Doctorat en Gestion,Responsable des ressources humaines,1,Apprendre les principes de gestion de projet,,,Créatif et innovant,Université de Marseille,"McKinsey & Company, PwC, Bain & Company",9,,Anglais,Bordeaux,1
Mentoré,DES en Médecine,Pédiatre,5,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Paris,"Stanford Health Care, Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic",16,,Français,Paris,3
Mentoré,DFASM en Médecine,Chirurgien,5,Apprendre les bases de la médecine interne,,,Sympathique et patient,Université de Paris,Mayo Clinic,19,,Anglais,Nantes,3
Mentoré,Master en Informatique,Ingénieur en cybersécurité,3,Développer des compétences en développement web,,,Sympathique et patient,Université de Toulouse,"IBM, Apple",10,,Anglais,Strasbourg,3
Mentoré,Certificat en Ressources Humaines,Formateur,1,Comprendre la gestion des conflits au travail,,,Sympathique et patient,Université de Bordeaux,"Kelly Services, Randstad, ManpowerGroup, ADP",6,,Français,Strasbourg,2
Mentoré,Master en Pédagogie,Psychopédagogue,3,Comprendre la psychologie de l'éducation,,,Analytique et organisé,Université de Marseille,"Massachusetts Institute of Technology, University of Cambridge, Stanford University",10,,Français,Paris,1
Mentoré,Licence en Marketing,Gestionnaire de campagnes,2,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Toulouse,"Procter & Gamble, Amazon Advertising, Nike, McDonald's, Coca-Cola",2,,Français,Paris,3
Mentoré,Master en Ressources Humaines,Responsable RH,5,Comprendre la gestion des conflits au travail,,,Créatif et innovant,Université de Toulouse,"ADP, Randstad",3,,Français,Rennes,3
Mentoré,BTS en Informatique,Ingénieur en cybersécurité,2,Comprendre l'analyse de données,,,Sympathique et patient,Université de Marseille,"Amazon, IBM, Microsoft, Google",12,,Anglais,Strasbourg,3
Mentoré,Doctorat en Psychologie,Conseiller en orientation,2,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Bordeaux,"Cleveland Clinic, Mayo Clinic, Stanford Health Care, Johns Hopkins Hospital, Massachusetts General Hospital",7,,Français,Bordeaux,2
Mentoré,Internat en Médecine,Gynécologue,3,Apprendre les bases de la médecine interne,,,Dynamique et enthousiaste,Université de Bordeaux,"Massachusetts General Hospital, Cleveland Clinic, Johns Hopkins Hospital, Stanford Health Care",17,,Français,Toulouse,3
Mentoré,Master en Gestion,Contrôleur financier,1,Développer des compétences en gestion des ressources humaines,,,Analytique et organisé,Université de Paris,"Boston Consulting Group, McKinsey & Company, Bain & Company, PwC",12,,Anglais,Strasbourg,2
Mentoré,Master en Arts Numériques,Designer graphique,3,Développer des compétences en arts numériques,,,Sociable et communicatif,Université de Marseille,"The Louvre, Saatchi Gallery, Christie's",13,,Français,Rennes,3
Mentoré,Doctorat en Gestion,Responsable des ressources humaines,0,Apprendre les principes de gestion de projet,,,Sympathique et patient,Université de Lyon,En recherche d'un premier emploi en Gestion,6,,Français,Rennes,3
Mentoré,Doctorat en Gestion,Chef de projet,5,Développer des compétences en gestion des ressources humaines,,,Créatif et innovant,Université de Paris,"Boston Consulting Group, McKinsey & Company, Bain & Company, PwC, Deloitte",10,,Français,Rennes,1
Mentoré,Master en Gestion,Responsable des ressources humaines,5,Apprendre les principes de gestion de projet,,,Dynamique et enthousiaste,Université de Paris,"Deloitte, PwC, Bain & Company, McKinsey & Company",9,,Français,Nantes,2
Mentoré,MBA en Gestion,Responsable des ressources humaines,4,Développer des compétences en gestion des ressources humaines,,,Analytique et organisé,Université de Marseille,"Bain & Company, McKinsey & Company, PwC, Deloitte",10,,Anglais,Paris,2
Mentoré,Licence en Ressources Humaines,Formateur,2,Acquérir des compétences en recrutement,,,Sympathique et patient,Université de Lyon,Adecco,16,,Anglais,Lille,3
Mentoré,Doctorat en Marketing,Analyste de marché,5,Apprendre les bases du marketing,,,Créatif et innovant,Université de Marseille,"McDonald's, Amazon Advertising, Procter & Gamble, Coca-Cola, Nike",0,,Français,Montpellier,1
Mentoré,Doctorat en Psychologie,Psychologue scolaire,0,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Marseille,En recherche de stage en Psychologie,11,,Français,Nantes,2
Mentoré,Doctorat en Médecine,Chirurgien,4,Comprendre la gynécologie,,,Analytique et organisé,Université de Toulouse,"Mayo Clinic, Massachusetts General Hospital, Cleveland Clinic, Stanford Health Care, Johns Hopkins Hospital",18,,Français,Marseille,3
Mentoré,BTS en Psychologie,Psychologue clinicien,2,Comprendre la psychologie de l'enfance,,,Analytique et organisé,Université de Marseille,"Cleveland Clinic, Johns Hopkins Hospital, Mayo Clinic",2,,Français,Marseille,1
Mentoré,Master en Pédagogie,Enseignant,0,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Lyon,En recherche d'alternance en Éducation,1,,Français,Strasbourg,2
Mentoré,Licence en Ressources Humaines,Responsable RH,4,Comprendre la gestion des conflits au travail,,,Sociable et communicatif,Université de Paris,"ADP, Kelly Services",11,,Anglais,Lyon,3
Mentoré,Doctorat en Éducation,Psychopédagogue,3,Apprendre la pédagogie,,,Analytique et organisé,Université de Lyon,"Harvard University, Oxford University, University of Cambridge",0,,Français,Toulouse,1
Mentoré,Master en Gestion,Contrôleur financier,5,Apprendre les principes de gestion de projet,,,Créatif et innovant,Université de Paris,"Deloitte, Bain & Company, McKinsey & Company",14,,Français,Lyon,3
Mentoré,Doctorat en Gestion,Responsable des ressources humaines,4,Développer des compétences en gestion des ressources humaines,,,Analytique et organisé,Université de Lyon,"Bain & Company, McKinsey & Company, Boston Consulting Group, Deloitte",6,,Anglais,Lille,2
Mentoré,Doctorat en Gestion,Contrôleur financier,5,Développer des compétences en gestion des ressources humaines,,,Sympathique et patient,Université de Toulouse,"PwC, Deloitte, Boston Consulting Group, McKinsey & Company, Bain & Company",3,,Anglais,Montpellier,1
Mentoré,Master en Informatique,Développeur logiciel,3,Apprendre la programmation,,,Créatif et innovant,Université de Marseille,Microsoft,6,,Français,Nantes,1
Mentoré,Certificat en Ingénierie,Ingénieur civil,1,Apprendre les bases de l'ingénierie électrique,,,Créatif et innovant,Université de Lyon,"Siemens, Boeing, Airbus",13,,Français,Marseille,2
Mentoré,BTS en Design Graphique,Artiste numérique,5,Apprendre les bases de la peinture,,,Sympathique et patient,Université de Toulouse,"Gagosian Gallery, Sotheby's, Saatchi Gallery",6,,Français,Bordeaux,3
Mentoré,Doctorat en Psychologie,Psychologue de l'enfance,1,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Paris,Massachusetts General Hospital,8,,Anglais,Lyon,3
Mentoré,Certificat en Psychologie,Psychologue scolaire,3,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Toulouse,"Massachusetts General Hospital, Stanford Health Care, Cleveland Clinic, Johns Hopkins Hospital, Mayo Clinic",11,,Français,Lille,1
Mentoré,Licence en Ressources Humaines,Responsable RH,4,Acquérir des compétences en recrutement,,,Créatif et innovant,Université de Lyon,Adecco,18,,Anglais,Montpellier,3
Mentoré,Certificat en Peinture,Artiste numérique,0,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Lyon,En recherche de stage en Art,12,,Anglais,Montpellier,2
Mentoré,Diplôme d'Ingénieur,Ingénieur logiciel,3,Comprendre la conception logicielle,,,Sociable et communicatif,Université de Marseille,"General Electric, Siemens, Boeing",14,,Anglais,Toulouse,3
Mentoré,Master en Informatique,Développeur logiciel,3,Développer des compétences en développement web,,,Dynamique et enthousiaste,Université de Lyon,"Microsoft, Google",4,,Français,Bordeaux,1
Mentoré,Doctorat en Marketing,Responsable marketing,0,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Toulouse,En recherche d'alternance en Marketing,15,,Anglais,Strasbourg,2
Mentoré,Licence en Marketing,Gestionnaire de campagnes,3,Apprendre les bases du marketing,,,Sociable et communicatif,Université de Bordeaux,"McDonald's, Nike, Amazon Advertising, Procter & Gamble",8,,Français,Toulouse,3
Mentoré,Master en Pédagogie,Didacticien,0,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Toulouse,En recherche de stage en Éducation,7,,Anglais,Nantes,2
Mentoré,BTS en Informatique,Développeur logiciel,1,Apprendre la programmation,,,Dynamique et enthousiaste,Université de Lyon,"Microsoft, Apple, IBM, Amazon",17,,Anglais,Strasbourg,1
Mentoré,Master en Pédagogie,Didacticien,2,Comprendre la psychologie de l'éducation,,,Sociable et communicatif,Université de Paris,"Oxford University, University of Cambridge, Stanford University",2,,Français,Lille,1
Mentoré,Doctorat en Ingénierie,Ingénieur civil,2,Apprendre les bases de l'ingénierie électrique,,,Analytique et organisé,Université de Paris,Airbus,1,,Français,Nantes,3
Mentoré,Master en Arts Numériques,Artiste,5,Apprendre les bases de la peinture,,,Analytique et organisé,Université de Lyon,"Saatchi Gallery, The Louvre, Sotheby's, Gagosian Gallery",12,,Français,Strasbourg,1
Mentoré,Master en Finance,Comptable,4,Apprendre les bases de la comptabilité,,,Analytique et organisé,Université de Bordeaux,"Morgan Stanley, Citigroup, Bank of America, JPMorgan Chase",20,,Anglais,Paris,3
Mentoré,Licence en Marketing,Gestionnaire de campagnes,5,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Marseille,"Amazon Advertising, Procter & Gamble, Coca-Cola, Nike",4,,Anglais,Lille,3
Mentoré,BTS en Informatique,Développeur logiciel,4,Apprendre la programmation,,,Analytique et organisé,Université de Bordeaux,"Microsoft, Apple, Amazon",1,,Français,Nantes,2
Mentoré,Doctorat en Marketing,Responsable marketing,3,Comprendre l'analyse de marché,,,Analytique et organisé,Université de Lyon,"Amazon Advertising, Nike",8,,Anglais,Rennes,1
Mentoré,Certificat en Ressources Humaines,Responsable RH,1,Comprendre la gestion des conflits au travail,,,Dynamique et enthousiaste,Université de Lyon,Randstad,18,,Français,Strasbourg,3
Mentoré,BTS en Éducation,Psychopédagogue,1,Comprendre la psychologie de l'éducation,,,Sympathique et patient,Université de Bordeaux,Stanford University,3,,Français,Rennes,1
Mentoré,DFASM en Médecine,Pédiatre,1,Comprendre la gynécologie,,,Analytique et organisé,Université de Lyon,"Mayo Clinic, Johns Hopkins Hospital",18,,Anglais,Toulouse,2
Mentoré,Licence en Informatique,Développeur logiciel,2,Apprendre la programmation,,,Créatif et innovant,Université de Toulouse,"Microsoft, Google",5,,Français,Montpellier,3
Mentoré,Certificat en Peinture,Sculpteur,3,Développer des compétences en arts numériques,,,Dynamique et enthousiaste,Université de Bordeaux,"The Louvre, Saatchi Gallery, Gagosian Gallery, Sotheby's",18,,Français,Rennes,3
Mentoré,BTS en Éducation,Psychopédagogue,2,Apprendre la pédagogie,,,Créatif et innovant,Université de Marseille,"Stanford University, University of Cambridge, Oxford University, Massachusetts Institute of Technology",0,,Français,Strasbourg,2
Mentoré,Licence en Ressources Humaines,Recruteur,5,Acquérir des compétences en recrutement,,,Créatif et innovant,Université de Paris,"Adecco, ADP",0,,Anglais,Lille,3
Mentoré,BTS en Marketing,Gestionnaire de campagnes,0,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Marseille,En recherche de stage en Marketing,17,,Anglais,Lyon,1
Mentoré,Certificat en Peinture,Artiste numérique,0,Apprendre les bases de la peinture,,,Analytique et organisé,Université de Marseille,En recherche d'un premier emploi en Art,19,,Anglais,Toulouse,2
Mentoré,Licence en Psychologie,Conseiller en orientation,4,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Paris,"Johns Hopkins Hospital, Mayo Clinic, Stanford Health Care, Massachusetts General Hospital",6,,Anglais,Rennes,2
Mentoré,BTS en Finance,Trader,2,Acquérir des compétences en analyse financière,,,Dynamique et enthousiaste,Université de Paris,"JPMorgan Chase, Goldman Sachs, Bank of America, Citigroup",15,,Anglais,Montpellier,1
Mentoré,Certificat en Marketing,Chef de publicité,0,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Paris,En recherche d'alternance en Marketing,9,,Français,Bordeaux,2
Mentoré,Licence en Arts Plastiques,Artiste numérique,5,Développer des compétences en arts numériques,,,Sociable et communicatif,Université de Bordeaux,"The Louvre, Sotheby's",1,,Anglais,Montpellier,2
Mentoré,Diplôme d'Ingénieur,Ingénieur électrique,5,Apprendre les bases de l'ingénierie électrique,,,Analytique et organisé,Université de Toulouse,Siemens,5,,Français,Bordeaux,1
Mentoré,Doctorat en Finance,Trader,5,Apprendre les bases de la comptabilité,,,Sympathique et patient,Université de Paris,"Morgan Stanley, JPMorgan Chase, Bank of America, Goldman Sachs",16,,Anglais,Lille,1
Mentoré,Master en Marketing,Chef de publicité,4,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Lyon,"Nike, Amazon Advertising",18,,Anglais,Nantes,3
Mentoré,Doctorat en Marketing,Chef de publicité,1,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Marseille,Nike,3,,Français,Nantes,2
Mentoré,Licence en Gestion,Contrôleur financier,5,Développer des compétences en gestion des ressources humaines,,,Créatif et innovant,Université de Paris,Bain & Company,3,,Français,Lyon,1
Mentoré,BTS en Éducation,Didacticien,4,Apprendre la pédagogie,,,Sympathique et patient,Université de Bordeaux,"Massachusetts Institute of Technology, University of Cambridge, Harvard University",19,,Anglais,Lyon,2
Mentoré,Doctorat en Ressources Humaines,Formateur,0,Comprendre la gestion des conflits au travail,,,Dynamique et enthousiaste,Université de Paris,En recherche d'alternance en Ressources Humaines,2,,Anglais,Lyon,1
Mentoré,Licence en Psychologie,Psychologue scolaire,0,Comprendre la psychologie de l'enfance,,,Analytique et organisé,Université de Bordeaux,En recherche de stage en Psychologie,17,,Anglais,Lyon,1
Mentoré,Licence en Finance,Comptable,2,Apprendre les bases de la comptabilité,,,Dynamique et enthousiaste,Université de Marseille,"Bank of America, Citigroup, Morgan Stanley, JPMorgan Chase, Goldman Sachs",5,,Anglais,Marseille,3
Mentoré,Diplôme en Sculpture,Artiste numérique,2,Apprendre les bases de la peinture,,,Créatif et innovant,Université de Lyon,"Sotheby's, Gagosian Gallery, Christie's, The Louvre, Saatchi Gallery",1,,Français,Nantes,1
Mentoré,Master en Psychologie,Conseiller en orientation,2,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Lyon,"Cleveland Clinic, Massachusetts General Hospital, Mayo Clinic, Johns Hopkins Hospital, Stanford Health Care",2,,Français,Lille,2
Mentoré,Master en Arts Numériques,Designer graphique,3,Apprendre les bases de la peinture,,,Créatif et innovant,Université de Paris,"Christie's, The Louvre, Sotheby's, Gagosian Gallery, Saatchi Gallery",14,,Anglais,Nantes,3
Mentoré,Pharmacie,Médecin généraliste,0,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Bordeaux,En recherche de stage en Médecine,0,,Français,Strasbourg,2
Mentoré,Ingénieur en Informatique,Développeur logiciel,0,Comprendre l'analyse de données,,,Créatif et innovant,Université de Toulouse,En recherche d'alternance en Informatique,13,,Français,Strasbourg,3
Mentoré,Licence en Psychologie,Conseiller en orientation,0,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Lyon,En recherche d'un premier emploi en Psychologie,13,,Français,Toulouse,2
Mentoré,Doctorat en Médecine,Chirurgien,4,Apprendre les bases de la médecine interne,,,Dynamique et enthousiaste,Université de Lyon,Johns Hopkins Hospital,4,,Français,Marseille,2
Mentoré,Licence en Marketing,Responsable marketing,3,Comprendre l'analyse de marché,,,Sympathique et patient,Université de Toulouse,Amazon Advertising,11,,Anglais,Lyon,1
Mentoré,BTS en Marketing,Responsable marketing,2,Apprendre les bases du marketing,,,Analytique et organisé,Université de Paris,"Amazon Advertising, Coca-Cola, Nike",10,,Anglais,Bordeaux,2
Mentoré,Master en Informatique,Ingénieur en cybersécurité,3,Comprendre l'analyse de données,,,Créatif et innovant,Université de Bordeaux,"Amazon, Google, Apple, IBM, Microsoft",1,,Anglais,Lyon,3
Mentoré,Ingénieur en Informatique,Développeur web,3,Comprendre l'analyse de données,,,Créatif et innovant,Université de Toulouse,"IBM, Amazon, Google, Apple",13,,Français,Bordeaux,1
Mentoré,BTS en Informatique,Développeur web,2,Comprendre l'analyse de données,,,Sociable et communicatif,Université de Lyon,"Microsoft, Google, Amazon, Apple",1,,Français,Paris,2
Mentoré,BTS en Design Graphique,Artiste,3,Apprendre les bases de la peinture,,,Créatif et innovant,Université de Lyon,"Saatchi Gallery, Christie's",5,,Français,Rennes,2
Mentoré,BTS en Ressources Humaines,Formateur,5,Comprendre la gestion des conflits au travail,,,Créatif et innovant,Université de Bordeaux,"Adecco, Kelly Services, ADP, ManpowerGroup",2,,Anglais,Toulouse,1
Mentoré,Pharmacie,Pédiatre,0,Apprendre les bases de la médecine interne,,,Analytique et organisé,Université de Toulouse,En recherche de stage en Médecine,0,,Anglais,Rennes,3
Mentoré,Licence en Finance,Trader,2,Acquérir des compétences en analyse financière,,,Sympathique et patient,Université de Paris,Goldman Sachs,8,,Anglais,Lille,1
Mentoré,Doctorat en Finance,Trader,3,Apprendre les bases de la comptabilité,,,Créatif et innovant,Université de Marseille,"JPMorgan Chase, Bank of America, Goldman Sachs",7,,Français,Lille,1
Mentoré,Doctorat en Médecine,Chirurgien,1,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Toulouse,Cleveland Clinic,6,,Anglais,Bordeaux,1
Mentoré,MBA en Finance,Gestionnaire de portefeuille,3,Acquérir des compétences en analyse financière,,,Dynamique et enthousiaste,Université de Marseille,"Goldman Sachs, Citigroup, Bank of America, Morgan Stanley",12,,Français,Strasbourg,1
Mentoré,BTS en Design Graphique,Artiste,0,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Paris,En recherche d'alternance en Art,6,,Français,Nantes,3
Mentoré,BTS en Psychologie,Conseiller en orientation,0,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Bordeaux,En recherche d'alternance en Psychologie,11,,Français,Bordeaux,2
Mentoré,Licence en Gestion,Directeur général,5,Apprendre les principes de gestion de projet,,,Sympathique et patient,Université de Paris,"McKinsey & Company, Bain & Company, Deloitte",15,,Anglais,Bordeaux,3
